Kode,Nama,Tahun
02.03.01.01,Kendaraan Dinas Bermotor Perorangan,2007
02.03.01.01.01,Sedan,2007
02.03.01.01.02,Jeep,2007
02.03.01.01.03,Station Wagon,2007
02.03.01.01.04,Lain-lain,2007
02.03.01.02,Kendaraan Bermotor Penumpang,2007
02.03.01.02.01,Bus (Penumpang 30 Orang keatas),2007
02.03.01.02.02,Bicro Bus (Penumpang 15 - 30 orang),2007
02.03.01.02.04,Mini Bus (Penumpang 14 Orang kebawah),2007
02.03.01.02,Kendaraan Bermotor Angkutan Barang,2007
02.03.01.02.01,Truck + Attachhment,2007
02.03.01.02.02,Pick Up,2007
02.03.01.02.03,Trailer,2007
02.03.01.02.04,Semi Trailer,2007
02.03.01.02.04,Lain-lain,2007
02.03.01.04,Kendaraan Bermotor Khusus,2007
02.03.01.04.01,Mobil Ambulance,2007
02.03.01.04.02,Mobil Jenazah,2007
02.03.01.04.03,Mobil Unit Penerangan,2007
02.03.01.04.04,Mobil Pemadam Kebakaran,2007
02.03.01.04.05,Mobil Tinja,2007
02.03.01.04.06,Mobil Tangki,2007
02.03.01.04.07,Mobil Unit Monitoring Frekwensi,2007
02.03.01.04.08,Mobil Unit Perpustakaan Keliling,2007
02.03.01.04.09,Mobil Unit Visual Mini ( Muviani) Darat,2007
02.03.01.04.10,Mobil Unit Satelite Link Van,2007
02.03.01.04.11,Mobil Unit Panggung,2007
02.03.01.04.12,Mobil Unit Pamaeran,2007
02.03.01.04.13,Out Side Broad Cast Van Radio,2007
02.03.01.04.14,Out Side Broad Cast Van Televisi,2007
02.03.01.04.15,Mobil Unit Oroduksi Film,2007
02.03.01.04.16,Mobil Unit Produksi Film,2007
02.03.01.04.17,Mobil Unit Produksi Cinerama,2007
02.03.01.04.18,Mobil Unit Kesehatan Masyarakat,2007
02.03.01.04.19,Mobil Unit Kesehatan Hewan,2007
02.03.01.04.20,Mobil Unit Tahanan,2007
02.03.01.04.21,Mobil Unit Pengangkut Uang,2007
02.03.01.04.22,Lain-lain,2007
02.03.01.05,Kendaraan Bermotor Beroda Dua,2007
02.03.01.05.01,Sepeda Motor,2007
02.03.01.05.02,Scooter,2007
02.03.01.05.03,Lain-lain,2007
02.03.01.06,Kendaraan Bermotor Beroda Toga,2007
02.03.01.06.01,Bemo,2007
02.03.01.06.02,Helicak/Bajaj,2007
02.03.01.06.03,Lain-lain,2007
02.03.02,Alat Angkutan Berat tak Bermotor,2007
02.03.02.01,Kendaraan Bermotor Angkutan Barang,2007
02.03.02.01.01,Gerobak Tarik,2007
02.03.02.01.02,Gerobak Dorong,2007
02.03.02.01.03,Caravan,2007
02.03.02.01.04,Gerobak Lori,2007
02.03.02.01.05,Lain-lain,2007
02.03.02.02,Kendaraan Tak Bermomor Berpenumpang,2007
02.03.02.02.01,Sepeda,2007
02.03.02.02.02,Dokar,2007
02.03.02.02.03,Tandu Dorong,2007
02.03.02.02.04,Lain-lain,2007
02.03.03,Alat Angkut Apung Bermotor,2007
02.03.03.01,Alat Angkut Apung Bermotor Barang,2007
02.03.03.01.01,Kapal Minyak,2007
02.03.03.01.02,Tongkang Bermotor,2007
02.03.03.01.03,Tug Boat + Attachment,2007
02.03.03.01.04,Landing Ship Transportation (LST),2007
02.03.03.01.05,Kapal Hidrofoli,2007
02.03.03.01.06,Kapal Motor,2007
02.03.03.01.07,Lain-lain,2007
02.03.03.02,Alat Angkutan Apung Bermotor Penumpang,2007
02.03.03.02.01,Speed Boat,2007
02.03.03.02.02,Motor  Boat,2007
02.03.03.02.03,Klotok,2007
02.03.03.02.04,Ferry,2007
02.03.03.02.05,Hidrofoil,2007
02.03.03.02.06,Jetfoil,2007
02.03.03.02.07,Long Boat,2007
02.03.03.02.08,Lain-lain,2007
02.03.03.03,Alat Angkut Apung Bermotor Khusus,2007
02.03.03.03.01,Surver Boat,2007
02.03.03.03.02,Kapal Anti Polusi,2007
02.03.03.03.03,Kapal Perambuan,2007
02.03.03.03.04,Out Boat Motor,2007
02.03.03.03.05,Kapal Hydrografi,2007
02.03.03.03.06,Kapal Unit Penerangan Air,2007
02.03.03.03.07,Kapal Visual Mini,2007
02.03.03.03.08,Kapal Penangkap Ikan,2007
02.03.03.03.09,Kapal Pengangkut Hewan,2007
02.03.03.03.10,Kapal Patroli Pantai,2007
02.03.03.03.11,Lain-lain,2007
02.03.04,Alat Angkut Apung Tak Bermotor,2007
02.03.04.01,Alat Angkut Tak Bermotor Untuk Barang,2007
02.03.04.01.01,Tongkang,2007
02.03.04.01.02,Perahu Barang,2007
02.03.04.01.03,Lain-lain,2007
02.03.04.02,Alat Angkut Apung Tak Bermotor Penumpang,2007
02.03.04.02.01,Perahu Penumbang,2007
02.03.04.02.02,Perahu Penyeberangan,2007
02.03.04.02.03,Lain-lain,2007
02.03.04.03,Alat Angkutan Apung Tak Bermotor Khusus,2007
02.03.04.03.01,Ponton,2007
02.03.04.03.02,Perahu Karet,2007
02.03.04.03.03,Ponton Rumah,2007
02.03.04.03.04,Lain-lain,2007
02.03.05,Alat Angkut Bermotor Udara,2007
02.03.05.01,Kapal Terbang,2007
02.03.05.01.01,Mein Jet (Fuel Jet),2007
02.03.05.01.02,Turbo Prop,2007
02.03.05.01.03,Kapal Terbang Baling-baling,2007
02.03.05.01.04,Helocopter,2007
02.03.05.01.05,Ampibi,2007
02.03.05.01.06,Lain-lain,2007
02.04,ALAT BENGKEL DAN ALAT UKUR,2007
02.04.01,Alat Bengkel Bermesin,2007
02.04.01.01,Perkakas Kontruksi Logam Terpasang pada Pondasi,2007
02.04.01.01.01,Mesin Bubut,2007
02.04.01.01.02,Mesin Pres,2007
02.04.01.01.03,Mesin Ketam,2007
02.04.01.01.04,Mesin Pres Hidrolik & Punsh,2007
02.04.01.01.05,Mesin Bor,2007
02.04.01.01.06,Mesin Gergaji Logam,2007
02.04.01.01.07,Mesin Gerinda,2007
02.04.01.01.08,Mesin Rol,2007
02.04.01.01.09,Mesin Bor Cylinder,2007
02.04.01.01.10,Mesin Skrup,2007
02.04.01.01.11,Mesin Milling,2007
02.04.01.01.12,Mesin Purel,2007
02.04.01.01.13,Mesin Perapen,2007
02.04.01.01.14,Mesin Sikat Kulit,2007
02.04.01.01.15,Mesin Pemotong Kulit,2007
02.04.01.01.16,Mesin Jahit Kulit,2007
02.04.01.01.17,Mesin Pengepres Kulit,2007
02.04.01.01.18,Mesin Kompresor,2007
02.04.01.01.19,Mesin Las Listrik,2007
02.04.01.01.20,Mesin Dynamo Kron,2007
02.04.01.01.21,Mesin Sikat Besi Kron,2007
02.04.01.01.22,Mesin Pemotong  Fiberglas/Polyster,2007
02.04.01.01.23,Mesin Gulung Listrik,2007
02.04.01.01.24,Mesin Pelubang,2007
02.04.01.01.25,Mesin Penekuk Plat,2007
02.04.01.01.26,Mesin Gunting Plat,2007
02.04.01.01.27,Mesin Pembengkok Uni,2007
02.04.01.01.28,Mesin Amplas Plat,2007
02.04.01.01.29,Mesin Pemotong Plat,2007
02.04.01.01.30,Mesin Transmision Outomilive,2007
02.04.01.01.31,Lain-lain,2007
02.04.01.02,Perkakas Konstruksi Logam yang Berpindah,2007
02.04.01.02.01,Mesin Gerinda Tangan,2007
02.04.01.02.02,Mesin Bor Tangan,2007
02.04.01.02.03,Mesin Cylinder,2007
02.04.01.02.04,Refitting Machine,2007
02.04.01.02.05,Mesin Gulung Manual,2007
02.04.01.02.06,Mesin Ampelas Tangan,2007
02.04.01.02.07,Mesin Amplas Rol Kecil,2007
02.04.01.02.08,Lain-lain,2007
02.04.01.03,Perkakas Bengkel Listrik,2007
02.04.01.03.01,Batteray Charger,2007
02.04.01.03.02,Winder,2007
02.04.01.03.03,Transformator,2007
02.04.01.03.04,Solder Listrik,2007
02.04.01.03.05,Lain-lain,2007
02.04.01.04,Perkakas Bengkel Service,2007
02.04.01.04.01,Auto Lift,2007
02.04.01.04.02,Car Washer,2007
02.04.01.04.03,Steam Cleaner,2007
02.04.01.04.04,Lubricating Equifment,2007
02.04.01.04.05,Mesin Spooring,2007
02.04.01.04.06,Brake Drum Lathe/Mesin Perata Tromol,2007
02.04.01.04.07,Pengasah Lobang Stang Piston,2007
02.04.01.04.08,Lain-lain,2007
02.04.01.05,Perkakas Pengangkat Bermesin,2007
02.04.01.05.01,Overhead Grane,2007
02.04.01.05.02,Auto Hoist,2007
02.04.01.05.03,Lain-lain,2007
02.04.01.06,Perkakas Bengkel Kayu,2007
02.04.01.06.01,Mesin Gergaji,2007
02.04.01.06.02,Mesin Ketam,2007
02.04.01.06.03,Mesin Bor,2007
02.04.01.06.04,Mesin Penghalus,2007
02.04.01.06.05,Mesin Penyambung Papan,2007
02.04.01.06.06,Lain-lain,2007
02.04.01.07,Perkakas Bengkel Khusus,2007
02.04.01.07.01,Mesin Jahit Terpal,2007
02.04.01.07.02,Perkakas Vulkanisir Ban,2007
02.04.01.07.03,Perkakas Bongkat/Pasang Ban,2007
02.04.01.07.04,Mesin Tenun Tektil,2007
02.04.01.07.05,Mesin Celup,2007
02.04.01.07.06,Lain-lain,2007
02.04.01.08,Peralatan Las,2007
02.04.01.08.01,Peralatan Las Listrik,2007
02.04.01.08.02,Peralatan Las Karbit,2007
02.04.01.08.03,Lain-lain,2007
02.04.01.09,Perkakas Pabrik Es,2007
02.04.01.09.01,Evaporator,2007
02.04.01.09.02,Air Blower,2007
02.04.01.09.03,Brine Tank,2007
02.04.01.09.04,Filling Divice,2007
02.04.01.09.05,Pipping Tank Divice,2007
02.04.01.09.06,Thawing Tank,2007
02.04.01.09.07,Can Frame,2007
02.04.01.09.08,Bring Tank Cover,2007
02.04.01.09.09,Clear Ice Equifment,2007
02.04.01.09.10,Reciver,2007
02.04.01.09.11,Elektrik Panel Cintrol,2007
02.04.01.09.12,Trafo Stater,2007
02.04.01.09.13,Tabung NH3,2007
02.04.01.09.14,Pompa Oliez Compresor,2007
02.04.01.09.15,Condensor,2007
02.04.01.09.16,Agitator,2007
02.04.01.09.17,Bak Air,2007
02.04.01.09.18,Ice Cam,2007
02.04.01.09.19,Lain-lain,2007
02.04.02.01,Alat Bengkel Tak Bermesin,2007
02.04.02.01,Perkakas Bengkel Konstruksi Logam,2007
02.04.02.01.01,Perkakas Dapur Tempa,2007
02.04.02.01.02,Perkakas Bangku Kerja,2007
02.04.02.01.03,Perkakas Pengukur,2007
02.04.02.01.04,Perkakas Pengecoran Logam,2007
02.04.02.01.05,Rol,2007
02.04.02.01.06,Perkakas Pemotong Plat,2007
02.04.02.01.07,Perkakas Press Hidrolik,2007
02.04.02.01.08,Perkakas Pemotong Kabel Sling,2007
02.04.02.01.09,Perkakas Pengecatan Kendaraan,2007
02.04.02.01.10,Alat Penipis Rotan,2007
02.04.02.01.11,Pisau Pengerok,2007
02.04.02.01.12,Pisau Pengerat,2007
02.04.02.01.13,Pisau Pembelah Rotan,2007
02.04.02.01.14,Gunting Rotan,2007
02.04.02.01.15,Pisau Bergigi,2007
02.04.02.01.16,Besi Penekuk,2007
02.04.02.01.17,Pisau Peraut,2007
02.04.02.01.18,Oven Batu Bata,2007
02.04.02.01.19,Cetakan Batu Bata,2007
02.04.02.01.20,Pelengki,2007
02.04.02.01.21,ATBM,2007
02.04.02.01.22,Lain-lain,2007
02.04.02.02,Perkakas Bengkel Listrik,2007
02.04.02.02.01,Armature Drying Oven,2007
02.04.02.02.02,Mica Undercutter,2007
02.04.02.02.03,Comutator Tuming Tool,2007
02.04.02.02.04,Lain-lain,2007
02.04.02.03,Perkakas Bengkel Service,2007
02.04.02.03.01,Lubricating Set,2007
02.04.02.03.02,Jembatan Service,2007
02.04.02.03.03,Lain-lain,2007
02.04.02.04,Perkakas Pengangkat,2007
02.04.02.04.01,Dongkrak Mekanik,2007
02.04.02.04.02,Dongkrak Hidrolik,2007
02.04.02.04.03,Takel,2007
02.04.02.04.04,Gantry,2007
02.04.02.04.05,Tripot,2007
02.04.02.04.06,Lain-lain,2007
02.04.02.05,Perkakas Standar (Standart Tool),2007
02.04.02.05.01,Tool Kit Set,2007
02.04.02.05.02,Tool Kit Boks,2007
02.04.02.05.03,Tool Cabinet Set,2007
02.04.02.05.04,Kunci Pipa,2007
02.04.02.05.05,Fuller Set,2007
02.04.02.05.06,TapDies,2007
02.04.02.05.07,Groeper,2007
02.04.02.05.08,Engine Stand,2007
02.04.02.05.09,Kunci Momet,2007
02.04.02.05.10,Lain-lain,2007
02.04.02.02,Perkakas Khusus (Special Tool),2007
02.04.02.02.01,Kunci Khusus Untuk Engine,2007
02.04.02.02.02,Kunci Khusus Untuk Alat Besar Darat,2007
02.04.02.02.03,Kunci Khusus Untuk Alat Apung,2007
02.04.02.02.04,Kunci Khusus Chasis Angkut Darat,2007
02.04.02.02.05,Kunci Khusus Chasis,2007
02.04.02.02.06,Kunci Khusus Alat Angkut Apung,2007
02.04.02.02.07,Kunci Khusus Pembuka Mur/Baud,2007
02.04.02.02.08,Kunci Khusus Momen,2007
02.04.02.02.09,Kunci Khusus Alat Besar Udara,2007
02.04.02.02.10,Kunci Khusus Khasis Alat Besar Udara,2007
02.04.02.06.11,Lain-lain,2007
02.04.02.07,Perkakas Bengkel Kerja,2007
02.04.02.07.01,Gergaji,2007
02.04.02.07.02,Ketam,2007
02.04.02.07.03,Bor,2007
02.04.02.07.04,Pahat,2007
02.04.02.07.05,Kaka Tua,2007
02.04.02.07.06,Water Pas,2007
02.04.02.07.07,Siku,2007
02.04.02.07.08,Palu,2007
02.04.02.07.09,Tang,2007
02.04.02.07.10,Ayakan Pasir,2007
02.04.02.07.11,Lain-lain,2007
02.04.02.08,Peralatan Tukang-Tukang Besi,2007
02.04.02.08.01,Tenggem,2007
02.04.02.08.02,Gunting Plat,2007
02.04.02.08.03,Landasan Kenteng,2007
02.04.02.08.04,Kunci Kaul,2007
02.04.02.08.05,Gunting Plat Tangan,2007
02.04.02.08.06,Tang Kombinasi,2007
02.04.02.08.07,Knief Tang,2007
02.04.02.08.08,"Betel,Senter, Drip,Drag, Sneper",2007
02.04.02.08.09,"Pukul Konde (2 kg,1,5 kg,1kg,0,5 kg)",2007
02.04.02.08.10,Pukul Lengkung,2007
02.04.02.08.11,Pukul Sabit,2007
02.04.02.08.12,"Kikir, Segi Empat, Segi Tiga,Setengah bulat, Bulat",2007
02.04.02.08.13,Kunci Pas satu Set,2007
02.04.02.08.14,Satu Set Tang Senal & Tap,2007
02.04.02.08.15,Drel Biasa Satu Set,2007
02.04.02.08.16,Drel Kembang satu set,2007
02.04.02.08.17,Drel Ketok,2007
02.04.02.08.18,Seket Mat,2007
02.04.02.08.19,Jangka Besi,2007
02.04.02.08.20,Kunci Stang Segi Empat & Segi Enam,2007
02.04.02.08.21,Lain-lain,2007
02.04.02.09,Peralatan Tukang Kayu,2007
02.04.02.09.01,Tatah Biasa Satu Set,2007
02.04.02.09.02,Tatah Lengkung Satu Set,2007
02.04.02.09.03,Kaota,2007
02.04.02.09.04,Petel,2007
02.04.02.09.05,Patar,2007
02.04.02.09.06,Boor Engkol,2007
02.04.02.09.07,Lain-lain,2007
02.04.02.10,Peralatan Tukang Kulit,2007
02.04.02.10.01,Pisau Kulit,2007
02.04.02.10.02,Pandokan Sepatu,2007
02.04.02.10.03,Lis Sepatu Satu Set,2007
02.04.02.10.04,Cokro,2007
02.04.02.10.05,Plong Kulit Satu Set,2007
02.04.02.10.06,Catut,2007
02.04.02.10.07,Pukul Sepatu,2007
02.04.02.10.08,Gunting Kulit,2007
02.04.02.10.09,Gunting Kain,2007
02.04.02.10.10,Drek Mata Ayam,2007
02.04.02.10.11,Jarum Kulit Satu Set,2007
02.04.02.10.12,Uncek,2007
02.04.02.10.13,Lain-lain,2007
02.04.02.11,"Peralatan Ukur, Gip & Feting",2007
02.04.02.11.01,Dipan Ukur,2007
02.04.02.11.02,Meteran Kain,2007
02.04.02.11.03,Rol Meter,2007
02.04.02.11.04,Jangka Berkala,2007
02.04.02.11.05,Patar Gip,2007
02.04.02.11.06,Pisau Gip,2007
02.04.02.11.07,Paralel Bar,2007
02.04.02.11.08,Cermin Besar (200x75 cm),2007
02.04.02.11.09,Tangga Latihan,2007
02.04.02.11.10,Trap Latihan,2007
02.04.02.11.11,Lain-lain,2007
02.04.03,ALAT UKUR,2007
02.04.03.01,Alat Ukut Universal,2007
02.04.03.01.01,Af Generator Tone Generato,2007
02.04.03.01.02,Audio Signal Source,2007
02.04.03.01.03,Audio  Test Set,2007
02.04.03.01.04,Audio Morse & Distributor Meter,2007
02.04.03.01.05,Audio Sweep Osillator,2007
02.04.03.01.06,VTVM Volt,2007
02.04.03.01.07,Independence Meter,2007
02.04.03.01.08,Dicible,2007
02.04.03.01.09,CRT Tester,2007
02.04.03.01.10,Circuit Tester,2007
02.04.03.01.11,Electrpnic Capasitor Tester,2007
02.04.03.01.12,IIIumino Meter,2007
02.04.03.01.13,IC Tester Semi Test IV,2007
02.04.03.01.14,IC Meter,2007
02.04.03.01.15,Milrvolt Meter,2007
02.04.03.01.16,Multiteter & Accessoire,2007
02.04.03.01.17,Multisister Digital,2007
02.04.03.01.18,Photo IIIumination Meter,2007
02.04.03.01.19,Transistor Tester Semitest I,2007
02.04.03.01.20,Transistor Tester Semistert II,2007
02.04.03.01.21,Transistor Tester Semestert V,2007
02.04.03.01.22,Transistor Tester AVO,2007
02.04.03.01.23,Volt Meter Digitel,2007
02.04.03.01.24,Volt Meter  Hitg Tenson,2007
02.04.03.01.25,Widw Band Level Meter,2007
02.04.03.01.26,Automatic Distrotion Meter,2007
02.04.03.01.27,Power Meter And Accessiries,2007
02.04.03.01.28,PH Meter,2007
02.04.03.01.29,Quasi Peak Meter,2007
02.04.03.01.30,Thruline Watt Meter,2007
02.04.03.01.31,Digital Multimeter,2007
02.04.03.01.32,Multi Meter,2007
02.04.03.01.33,Meter Calibrator,2007
02.04.03.01.34,Moise Firgure Meter,2007
02.04.03.01.35,Distortion Analyzer,2007
02.04.03.01.36,Vektor Volt Meter,2007
02.04.03.01.37,Pulse Genetaror,2007
02.04.03.01.38,DME Graung Station Test Set,2007
02.04.03.01.39,UHF Signal Generator,2007
02.04.03.01.40,Sweep Oscilator,2007
02.04.03.01.41,VHF Signal Generator,2007
02.04.03.01.42,Spektrup Analyzer,2007
02.04.03.01.43,Tube Tester,2007
02.04.03.01.44,Dosimeter & Accessories,2007
02.04.03.01.45,Survy Meter,2007
02.04.03.01.46,Sound  Ditector,2007
02.04.03.01.47,Vidcon Quick Tester,2007
02.04.03.01.48,Pattem For TV Adjusment,2007
02.04.03.01.49,Power Meter Cilibrator,2007
02.04.03.01.50,Thermistor,2007
02.04.03.01.51,"Signal Generator Audio VHF,UHF",2007
02.04.03.01.52,X-Tal Detector,2007
02.04.03.01.53,Co Axdal Slot Line,2007
02.04.03.01.54,RF Volt Meter,2007
02.04.03.01.55,Frequency Wave Meter,2007
02.04.03.01.56,Megger,2007
02.04.03.01.57,Co Axial Attenuator,2007
02.04.03.01.58,Variable Co Axial Attenuator,2007
02.04.03.01.59,Directional Coupier,2007
02.04.03.01.60,Pin Modulator,2007
02.04.03.01.61,Loging Trouble Shoting Kit,2007
02.04.03.01.62,SWR Meter,2007
02.04.03.01.63,Memori Programmer,2007
02.04.03.01.64,Ligig Statc Analyzer,2007
02.04.03.01.65,Frequency Counter,2007
02.04.03.01.66,Universal Bridge,2007
02.04.03.01.67,FB Meter,2007
02.04.03.01.68,Noise,2007
02.04.03.01.69,Radiation Monitor Isotropic,2007
02.04.03.01.70,Phase Meter,2007
02.04.03.01.71,Global Postioning Aystem,2007
02.04.03.01.72,IKS Calibration RX,2007
02.04.03.01.73,DCP (Alat Control) Sensor,2007
02.04.03.01.74,Moisteur Meter,2007
02.04.03.01.75,Rota Meter,2007
02.04.03.01.76,Mini Phassec View,2007
02.04.03.01.77,Lain-lain.,2007
02.04.03.02,Alat Ukur/Test Intelegensia,2007
02.04.03.02.01,Test Intelegensia WPPS,2007
02.04.03.02.02,Test Intelegensia WISC,2007
02.04.03.02.03,Test Intelegensia WB,2007
02.04.03.02.04,Test Intelegensia WB Advence,2007
02.04.03.02.05,Test Intelegensia Progresive Matricaral,2007
02.04.03.02.06,Test Intelegensia Vineland,2007
02.04.03.02.07,Test Intelegensia Blac Passalon,2007
02.04.03.02.08,Lain-lain,2007
02.04.03.03,Alat Ukur/Test Alat Kepribadian,2007
02.04.03.03.01,Alat Ukur/Test Alat Kepribadian Dotcilta,2007
02.04.03.03.02,Alat Ukur/Test Alat Kepribadian Zat,2007
02.04.03.03.03,Alat Ukur/Test Alat Kepribadian Warna,2007
02.04.03.03.04,Alat Ukur/Test Alat Kepribadian Zondi,2007
02.04.03.03.05,Alat Ukur/Test Alat Kepribadian Cat,2007
02.04.03.03.06,Alat Ukur/Test Alat Kepribadian WPPZ,2007
02.04.03.03.07,Alat Ukur/Test Alat Kepribadian Wolnaa,2007
02.04.03.03.08,Alat Ukur/Test Alat Kepribadian Kudu,2007
02.04.03.03.09,Vidio Measurement,2007
02.04.03.03.10,Lain-lain,2007
02.04.03.04,Alat Ukur/Test Klinis Lain,2007
02.04.03.04.01,Binder Acstalt,2007
02.04.03.04.02,General Vocationalanpunde Tester,2007
02.04.03.04.03,Consoroting Tester,2007
02.04.03.04.04,Meronding Tester,2007
02.04.03.04.05,Meronding Brinding Tester,2007
02.04.03.04.06,Cord Briding Tester,2007
02.04.03.04.07,Grip Diagnanonnuter,2007
02.04.03.04.08,Blak Anollg Moscle Dinamo Meter Jumping Meter,2007
02.04.03.04.09,Modulation/Jumping Meter,2007
02.04.03.04.10,Channel Converter,2007
02.04.03.04.11,RF Analyser,2007
02.04.03.04.12,Meronding Vacatianal Lanpunde Tester,2007
02.04.03.04.13,Lain-lain,2007
02.04.03.05,Alat Calibrasi,2007
02.04.03.05.01,Calibration Level Generator,2007
02.04.03.05.02,Color Bar Generator,2007
02.04.03.05.03,Grid Patthem Generator,2007
02.04.03.05.04,Grating Generator Unit,2007
02.04.03.05.05,Insection Signal Generator,2007
02.04.03.05.06,Insection Test Signal Generator,2007
02.04.03.05.07,Multburst Generator Unit,2007
02.04.03.05.08,Pattehem Generator,2007
02.04.03.05.09,Stair Stop Generator Unit,2007
02.04.03.05.10,Sign Wave Generator Unit,2007
02.04.03.05.11,Test Generator,2007
02.04.03.05.12,Text Generator,2007
02.04.03.05.13,Test Line Generator,2007
02.04.03.05.14,TV Test Signal Generator,2007
02.04.03.05.15,TV IF Signal Generator,2007
02.04.03.05.16,Pal Test Generator,2007
02.04.03.05.17,Monochome Test Generator,2007
02.04.03.05.18,Standar Lewel Generator,2007
02.04.03.05.19,Interval Test Generator,2007
02.04.03.05.20,Station Identipication Generator,2007
02.04.03.05.21,Character Generator,2007
02.04.03.05.23,Waveform Generator Special Efect,2007
02.04.03.05.24,Test Signal Generator,2007
02.04.03.05.25,Lain-lain,2007
02.04.03.06,Oscilloscope,2007
02.04.03.06.01,Oscilloscope Main Frame,2007
02.04.03.06.02,Oscilloscope Main Frame With Variable Persinsce Storage Tube,2007
02.04.03.06.03,Oscilloscope Spesial,2007
02.04.03.06.04,Oscilloscope Envelope,2007
02.04.03.06.05,Sycnhronoscope,2007
02.04.03.06.06,Vectorscope,2007
02.04.03.06.07,Waveform Monitor Set With Level And Vector Display,2007
02.04.03.06.08,Analyzer FN Side Band,2007
02.04.03.06.09,Analyzer  Spektrum Display,2007
02.04.03.06.10,Plyscops,2007
02.04.03.06.11,Videoscope With Side Band Adaptor,2007
02.04.03.06.12,Lain-lain,2007
02.04.03.07,Universal Tester,2007
02.04.03.07.01,Frequency Counter,2007
02.04.03.07.02,Insulation Res Meter MOD,2007
02.04.03.07.03,Noise & Distortion Meter,2007
02.04.03.07.04,Oscilator Distortion Meter,2007
02.04.03.07.05,Oscillator Test Signal,2007
02.04.03.07.06,Oscilator Widw Band,2007
02.04.03.07.07,Oscilator Sweep,2007
02.04.03.07.08,Precision Encoder Monitor,2007
02.04.03.07.09,Plambicon Tst Unit,2007
02.04.03.07.10,Scanner,2007
02.04.03.07.11,Time Interval Unit,2007
02.04.03.07.12,Universal Counter,2007
02.04.03.07.13,Vidio Noise Meter,2007
02.04.03.07.14,Admintance Meter,2007
02.04.03.07.15,Admintance Bride,2007
02.04.03.07.16,Fleldstrength Meter,2007
02.04.03.07.17,RF Bridge,2007
02.04.03.07.18,RF Push Bulton Attenuator,2007
02.04.03.07.19,Vision And Sound Nyquisi Demodulator  AMF,2007
02.04.03.07.20,V.S.W.R. Standing Review,2007
02.04.03.07.21,Lain-lain,2007
02.04.03.08,Alat Ukur/Pembanding,2007
02.04.03.08.01,Ukuran Johanson (alat Pembanding Standar Ukur Panjang),2007
02.04.03.08.02,Micro Indicator (dgn Perlengkapan Suparto Pointes  Revorner),2007
02.04.03.08.03,Perlengkapan Micro Indocator,2007
02.04.03.08.04,Psycometer Vanlambrecht,2007
02.04.03.08.05,Psycometer,2007
02.04.03.08.06,Barometer Logam,2007
02.04.03.08.07,Barometer Mercury,2007
02.04.03.08.08,Manometer Untuk Mesin,2007
02.04.03.08.09,Monotor Precisi,2007
02.04.03.08.10,Alat Pemeriksa Manometer (dengan perlengkapan),2007
02.04.03.08.11,Alat Pemeriksaan Zat Cair,2007
02.04.03.08.12,Termometer Standard,2007
02.04.03.08.13,Termometer Govermen Tester O Derajat s/d 100 Derajat Celsius,2007
02.04.03.08.14,Thermostat (Penguji Pemeriksaan Termometer),2007
02.04.03.08.15,Jam Ukur (Meet Lock),2007
02.04.03.08.16,Hardnes Tester,2007
02.04.03.08.17,Microscope,2007
02.04.03.08.18,Stopwach,2007
02.04.03.08.19,Loup,2007
02.04.03.08.20,Micro Meter,2007
02.04.03.08.21,Pianimeter,2007
02.04.03.08.22,Metra Blok,2007
02.04.03.08.23,Lemari Baja Pengering,2007
02.04.03.08.24,Air Conditioning Unit,2007
02.04.03.08.25,Compresor Unit,2007
02.04.03.08.26,Sanblas Unit,2007
02.04.03.08.27,Alat Pemeriksaaan Timbangan Tekanan Beroda,2007
02.04.03.08.28,Stelan Instrumen Bourje,2007
02.04.03.08.29,Lampu Untuk menerangi Skala Neraca Pakai Standar,2007
02.04.03.08.30,Avometer SU 20-20 K,2007
02.04.03.08.31,Trappo 1.000 watt,2007
02.04.03.08.32,Tool Set,2007
02.04.03.08.33,Landasan Cap Lengkap,2007
02.04.03.08.34,Kald Tiga Gantungan Dacin,2007
02.04.03.08.35,Alat Pendatar Takaran Bensin,2007
02.04.03.08.36,Tang Plombir/Segel,2007
02.04.03.08.37,Exicator Besar,2007
02.04.03.08.38,Exxicator Kecil,2007
02.04.03.08.39,Desicator (Size) 3,2007
02.04.03.08.40,Desicator (Size) 4,2007
02.04.03.08.41,Botol air  Salling dari 25 liter,2007
02.04.03.08.42,Picnometer,2007
02.04.03.08.43,Desimeter (Hidrometer),2007
02.04.03.08.44,Telescope Tile Variable,2007
02.04.03.08.45,Optical Stran (Untuk Pemeriksaan Kaca),2007
02.04.03.08.46,Optical Teknis Gange (Pengukur tebal dinding),2007
02.04.03.08.47,Lifter Capasitas 500 Kg,2007
02.04.03.08.48,Taximeter Tester,2007
02.04.03.08.49,Spedometer Tester,2007
02.04.03.08.50,Standard Guage Blooks,2007
02.04.03.08.51,Finest Direct Reading insterm Mocrometer of Varions Tange Up To 100 mm,2007
02.04.03.08.52,Constant Temperature Combined Bridge Thermostat,2007
02.04.03.08.53,Tranparan Plastic rack insert For 20 Test Tubes 75 x 17 mm Dia,2007
02.04.03.08.54,Water Bath Plexglass Capasity 71,2007
02.04.03.08.55,Test Tube Rack Stainiesstel With 10 Holes 18 mm Dia,2007
02.04.03.08.56,Colorimeter Thermometer Aceto,2007
02.04.03.08.57,Sit Of Goege Pretition Lands Berger Thermometer,2007
